player_id,name,team,position_group,matches_played,minutes_total,minutes_avg,tackles_per80,tackle_success_pct,carries_per80,meters_per80,passes_per80,kick_meters_per80,penalties_per80,offloads_per80,line_breaks_per80,turnovers_won_per80,turnovers_lost_per80,points_scored_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct
lnr_1446,Mohamed Haouas,Montpellier,FRONT_ROW,9,278.0,30.9,10.65,,,,,,,0.29,0.0,0.0,,0.0,,,,
lnr_2151,D. Taofifenua,Montpellier,FULLBACK,9,462.0,51.3,3.98,,,,,,,0.0,0.52,0.0,,1.73,,,,
lnr_13817,Justo Piccardo,Montpellier,CENTRE,8,434.0,54.2,9.22,,,,,,,0.18,0.37,0.18,,1.84,,,,
lnr_13460,R. Riccitelli,Montpellier,FRONT_ROW,8,294.0,36.8,10.88,,,,,,,0.0,0.0,0.27,,4.08,,,,
lnr_2769,Alexis Bernadet,Montpellier,SCRUM_HALF,7,320.0,45.7,5.25,,,,,,,0.75,0.25,0.0,,2.5,,,,
lnr_12541,Nika Abuladze,Montpellier,FRONT_ROW,5,158.0,31.6,10.63,,,,,,,0.51,0.0,0.0,,0.0,,,,
lnr_1445,Thomas Darmon,Montpellier,FLY_HALF,5,114.0,22.8,7.72,,,,,,,0.0,0.7,0.0,,0.0,,,,
lnr_12786,Stuart Hogg,Montpellier,FULLBACK,5,155.0,31.0,5.16,,,,,,,2.06,1.03,0.0,,5.16,,,,
lnr_299,Madosha Tambwe,Montpellier,WINGER,5,244.0,48.8,3.61,,,,,,,0.66,0.33,0.0,,1.64,,,,
lnr_88,Thomas Vincent,Montpellier,FLY_HALF,5,169.0,33.8,7.57,,,,,,,0.47,0.0,0.0,,6.63,,,,
lnr_1401,Lyam Akrab,Montpellier,FRONT_ROW,2,75.0,37.5,5.33,,,,,,,1.07,0.0,0.0,,0.0,,,,
lnr_1375,K. Martin,Montpellier,CENTRE,2,97.0,48.5,8.25,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_864,Melvyn Rates,Montpellier,FULLBACK,2,88.0,44.0,5.45,,,,,,,0.0,0.91,0.0,,4.55,,,,
lnr_1378,M. Uhila,Montpellier,LOCK,2,67.0,33.5,11.94,,,,,,,1.19,0.0,1.19,,0.0,,,,
lnr_2391,K. Alainuuese,Toulon,LOCK,18,811.0,45.1,11.15,,,,,,,0.59,0.0,0.1,,1.97,,,,
lnr_2373,Teddy Baubigny,Toulon,FRONT_ROW,16,811.0,50.7,12.03,,,,,,,0.3,0.3,0.3,,0.99,,,,
lnr_2365,D. Priso Mouangue,Toulon,FRONT_ROW,15,686.0,45.7,10.73,,,,,,,0.35,0.0,0.47,,2.33,,,,
lnr_431,Esteban Abadie,Toulon,BACK_ROW,14,768.0,54.9,10.94,,,,,,,0.62,0.0,0.21,,1.04,,,,
lnr_2329,Pierre Damond,Toulon,FRONT_ROW,14,452.0,32.3,13.27,,,,,,,0.0,0.0,0.53,,0.0,,,,
lnr_12566,Kyle Sinckler,Toulon,FRONT_ROW,14,667.0,47.6,11.39,,,,,,,0.12,0.12,0.12,,0.0,,,,
lnr_1373,Z. Mercer,Toulon,BACK_ROW,13,734.0,56.5,9.26,,,,,,,0.76,0.0,0.22,,1.63,,,,
lnr_11798,D. Ribbans,Toulon,LOCK,13,892.0,68.6,9.51,,,,,,,0.45,0.09,0.45,,0.9,,,,
lnr_2352,Baptiste Serin,Toulon,SCRUM_HALF,13,675.0,51.9,7.82,,,,,,,0.83,0.47,0.47,,2.13,,,,
lnr_2353,J. Sinzelle,Toulon,WINGER,13,828.0,63.7,7.73,,,,,,,0.39,0.0,0.1,,0.0,,,,
lnr_2291,Marius Domon,Toulon,FLY_HALF,12,567.0,47.2,1.98,,,,,,,0.28,0.71,0.28,,8.75,,,,
lnr_432,Daniel Brennan,Toulon,FRONT_ROW,11,358.0,32.5,11.17,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_2300,Gaël Drean,Toulon,WINGER,11,871.0,79.2,4.04,,,,,,,0.37,0.83,0.0,,3.67,,,,
lnr_2297,Léo Ametlla,Toulon,FRONT_ROW,10,290.0,29.0,11.59,,,,,,,0.0,0.0,1.1,,1.38,,,,
lnr_2290,Jules Coulon,Toulon,BACK_ROW,10,486.0,48.6,8.4,,,,,,,0.33,0.0,0.33,,0.0,,,,
lnr_2317,Oliver Cowie,Toulon,WINGER,10,534.0,53.4,7.64,,,,,,,0.6,0.3,0.3,,0.0,,,,
lnr_2362,B. Gigashvili,Toulon,FRONT_ROW,10,401.0,40.1,16.76,,,,,,,0.2,0.0,0.0,,1.0,,,,
lnr_2479,Melvyn Jaminet,Toulon,FLY_HALF,10,564.0,56.4,0.85,,,,,,,1.28,0.57,0.0,,10.64,,,,
lnr_2363,Swan Rebbadj,Toulon,LOCK,10,525.0,52.5,11.12,,,,,,,0.15,0.0,0.15,,0.0,,,,
lnr_429,S. Tuicuvu,Toulon,CENTRE,10,603.0,60.3,3.45,,,,,,,0.0,0.53,0.4,,1.33,,,,
lnr_10338,M. Nonu,Toulon,CENTRE,9,274.0,30.4,8.47,,,,,,,0.58,0.29,0.0,,4.38,,,,
lnr_2307,J. Quere Karaba,Toulon,BACK_ROW,9,473.0,52.6,10.99,,,,,,,0.17,0.34,0.0,,0.85,,,,
lnr_2361,Mathieu Smaili,Toulon,CENTRE,9,617.0,68.6,4.54,,,,,,,0.39,1.04,0.0,,2.59,,,,
lnr_11845,B. White,Toulon,SCRUM_HALF,9,333.0,37.0,6.49,,,,,,,0.24,0.0,0.24,,0.0,,,,
lnr_1377,Paolo Garbisi,Toulon,FLY_HALF,8,592.0,74.0,6.22,,,,,,,0.41,0.14,0.0,,0.54,,,,
lnr_11027,Mateo Garcia,Toulon,FLY_HALF,8,451.0,56.4,4.26,,,,,,,0.35,0.35,0.0,,4.43,,,,
lnr_2355,Charles Ollivon,Toulon,BACK_ROW,8,508.0,63.5,12.6,,,,,,,0.94,0.31,0.0,,0.79,,,,
lnr_2358,J. Gros,Toulon,FRONT_ROW,7,308.0,44.0,14.03,,,,,,,1.04,0.0,0.0,,0.0,,,,
lnr_11823,C. Mezou,Toulon,FRONT_ROW,7,274.0,39.1,7.59,,,,,,,0.29,0.0,0.0,,0.0,,,,
lnr_1621,Giorgi Javakhia,Toulon,BACK_ROW,6,221.0,36.8,11.95,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1886,Clovis Le Bail,Toulon,SCRUM_HALF,6,300.0,50.0,4.0,,,,,,,0.53,0.0,0.0,,0.0,,,,
lnr_14078,Tomas Albornoz,Toulon,FLY_HALF,5,321.0,64.2,6.23,,,,,,,0.5,1.25,0.0,,1.25,,,,
lnr_2381,Rayan Rebbadj,Toulon,CENTRE,4,273.0,68.2,4.69,,,,,,,1.17,1.17,0.0,,1.47,,,,
lnr_2360,Gabin Villiere,Toulon,WINGER,4,247.0,61.8,3.24,,,,,,,0.97,0.65,0.97,,3.24,,,,
lnr_3060,Nikoloz Narmania,Toulon,FRONT_ROW,3,93.0,31.0,10.32,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_12442,J. Toevalu,Toulon,FRONT_ROW,3,94.0,31.3,4.26,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_8861,Antoine Frisch,Toulon,FLY_HALF,2,107.0,53.5,5.23,,,,,,,3.74,1.5,0.0,,3.74,,,,
lnr_12441,Matéo Gracieux,Toulon,WINGER,2,141.0,70.5,1.7,,,,,,,0.57,0.57,0.0,,2.84,,,,
lnr_12577,G. Lucchesi,Toulon,FRONT_ROW,2,59.0,29.5,17.63,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_11912,B. Mechentel,Toulon,FULLBACK,2,89.0,44.5,3.6,,,,,,,0.9,0.0,0.0,,0.0,,,,
lnr_11811,Owen Sorhaindo,Toulon,FRONT_ROW,2,69.0,34.5,6.96,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_13641,P. Tuifua,Toulon,BACK_ROW,2,52.0,26.0,15.38,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_13792,Noam Moreau,Toulon,BACK_ROW,1,54.0,54.0,13.33,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_12692,M. Shioshvili,Toulon,BACK_ROW,1,61.0,61.0,6.56,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_13790,Jovan Sreckovic,Toulon,BACK_ROW,1,65.0,65.0,6.15,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_12243,J. K'poku,Toulon,LOCK,1,228.0,,16.49,,,,,,,0.0,0.35,0.7,,0.0,,,,
lnr_13744,Nathan Hughes,Racing 92,BACK_ROW,18,815.0,45.3,12.76,,,,,,,0.59,0.2,0.39,,3.44,,,,
lnr_1079,Demba Bamba,Racing 92,FRONT_ROW,17,723.0,42.5,11.73,,,,,,,0.89,0.0,0.22,,0.0,,,,
lnr_2190,G. Gogichashvili,Racing 92,FRONT_ROW,17,720.0,42.4,15.33,,,,,,,0.44,0.0,0.0,,0.56,,,,
lnr_888,Thomas Lainault,Racing 92,LOCK,15,868.0,57.9,15.85,,,,,,,0.28,0.0,0.28,,0.0,,,,
lnr_1102,Josua Tuisova,Racing 92,WINGER,14,808.0,57.7,7.82,,,,,,,0.99,0.59,0.69,,0.5,,,,
lnr_916,W. Hulleu,Racing 92,CENTRE,13,920.0,70.8,6.7,,,,,,,0.78,0.87,0.09,,3.91,,,,
lnr_2201,G. Kharaishvili,Racing 92,FRONT_ROW,13,565.0,43.5,10.9,,,,,,,0.0,0.0,0.14,,0.0,,,,
lnr_2175,Hassane Kolingar,Racing 92,FRONT_ROW,13,531.0,40.8,16.72,,,,,,,0.45,0.0,0.0,,0.0,,,,
lnr_13640,Joseph Manu,Racing 92,CENTRE,13,749.0,57.6,9.93,,,,,,,1.39,0.43,0.11,,0.53,,,,
lnr_1911,L. Tagitagivalu,Racing 92,LOCK,13,608.0,46.8,14.61,,,,,,,0.26,0.13,0.79,,0.66,,,,
lnr_2188,Janick Tarrit,Racing 92,FRONT_ROW,13,700.0,53.8,13.6,,,,,,,0.34,0.23,0.11,,1.14,,,,
lnr_12570,Diego Escobar,Racing 92,FRONT_ROW,12,529.0,44.1,14.67,,,,,,,0.45,0.15,0.45,,0.0,,,,
lnr_2168,Gael Fickou,Racing 92,CENTRE,12,761.0,63.4,9.46,,,,,,,0.63,0.74,0.0,,2.1,,,,
lnr_2150,Antoine Gibert,Racing 92,CENTRE,12,469.0,39.1,2.9,,,,,,,0.0,0.34,0.0,,9.72,,,,
lnr_2198,Max Spring,Racing 92,FULLBACK,12,736.0,61.3,4.13,,,,,,,0.33,1.2,0.22,,3.59,,,,
lnr_1093,R. Taofifenua,Racing 92,LOCK,12,581.0,48.4,7.3,,,,,,,0.55,0.0,0.69,,2.75,,,,
lnr_12647,Samuel James,Racing 92,CENTRE,11,841.0,76.5,2.66,,,,,,,0.67,0.48,0.0,,0.95,,,,
lnr_13447,Yanis Basse,Racing 92,FRONT_ROW,10,167.0,16.7,15.33,,,,,,,0.0,0.0,0.48,,2.4,,,,
lnr_11803,S. Manyarara,Racing 92,BACK_ROW,10,517.0,51.7,13.46,,,,,,,0.0,0.15,0.0,,0.77,,,,
lnr_1909,Jordan Joseph,Racing 92,LOCK,9,385.0,42.8,11.64,,,,,,,0.62,0.0,1.25,,3.12,,,,
lnr_13832,G. Prisciantelli,Racing 92,FLY_HALF,9,409.0,45.4,2.93,,,,,,,0.59,0.98,0.0,,1.17,,,,
lnr_13613,S. Ravutaumada,Racing 92,WINGER,8,499.0,62.4,5.61,,,,,,,0.8,0.16,0.16,,0.8,,,,
lnr_2157,Fabien Sanconnie,Racing 92,BACK_ROW,7,279.0,39.9,16.92,,,,,,,0.0,0.0,0.29,,1.43,,,,
lnr_2120,Noa Zinzen,Racing 92,BACK_ROW,7,154.0,22.0,19.74,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_12646,E. Jabea Njocke,Racing 92,FRONT_ROW,6,158.0,26.3,17.72,,,,,,,0.0,0.51,0.0,,0.0,,,,
lnr_12366,Kleo Labarbe,Racing 92,SCRUM_HALF,6,236.0,39.3,7.8,,,,,,,0.34,0.0,0.0,,0.0,,,,
lnr_11839,Will Rowlands,Racing 92,LOCK,6,329.0,54.8,13.13,,,,,,,0.24,0.0,0.24,,0.0,,,,
lnr_13764,Daniel Tupou,Racing 92,FRONT_ROW,5,133.0,26.6,6.62,,,,,,,0.0,0.0,0.6,,12.03,,,,
lnr_12612,S. Camara,Racing 92,BACK_ROW,4,134.0,33.5,11.94,,,,,,,0.6,0.0,0.6,,0.0,,,,
lnr_11673,Vladi Ashvetia,Racing 92,CENTRE,2,115.0,57.5,6.26,,,,,,,1.39,2.09,0.0,,3.48,,,,
lnr_13419,Nolann Donguy,Racing 92,WINGER,2,138.0,69.0,5.22,,,,,,,0.0,0.58,0.0,,0.0,,,,
lnr_1245,Wame Naituvi,Racing 92,WINGER,2,100.0,50.0,2.4,,,,,,,1.6,1.6,0.0,,0.0,,,,
lnr_2148,Ibrahim Diallo,Racing 92,BACK_ROW,1,54.0,54.0,19.26,,,,,,,0.0,1.48,0.0,,0.0,,,,
lnr_12565,L. Leota,Racing 92,FRONT_ROW,1,43.0,43.0,9.3,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1678,Loïc Credoz,Pau,BACK_ROW,16,779.0,48.7,11.4,,,,,,,0.0,0.1,0.31,,0.0,,,,
lnr_1917,Youri Delhommel,Pau,FRONT_ROW,16,605.0,37.8,8.86,,,,,,,0.13,0.0,0.66,,3.31,,,,
lnr_1940,Reece Hewat,Pau,BACK_ROW,16,824.0,51.5,11.94,,,,,,,0.49,0.39,0.19,,1.94,,,,
lnr_2335,Facundo Isa,Pau,BACK_ROW,16,857.0,53.6,10.46,,,,,,,0.75,0.0,0.75,,1.87,,,,
lnr_2232,Jimi Maximin,Pau,LOCK,16,705.0,44.1,12.71,,,,,,,0.0,0.11,0.57,,2.27,,,,
lnr_1707,Thomas Laclayat,Pau,FRONT_ROW,15,769.0,51.3,8.43,,,,,,,0.1,0.0,0.31,,1.04,,,,
lnr_1895,T. Daubagna,Pau,SCRUM_HALF,14,722.0,51.6,5.1,,,,,,,0.89,0.55,0.22,,0.55,,,,
lnr_1914,Sacha Zegueur,Pau,BACK_ROW,14,709.0,50.6,16.36,,,,,,,0.23,0.11,0.0,,0.0,,,,
lnr_1845,Hugo Auradou,Pau,LOCK,13,895.0,68.8,9.39,,,,,,,0.36,0.36,0.36,,0.0,,,,
lnr_1893,Beka Gorgadze,Pau,BACK_ROW,12,890.0,74.2,12.58,,,,,,,0.63,0.09,0.81,,0.9,,,,
lnr_1853,Jack Maddocks,Pau,FULLBACK,12,843.0,70.2,2.85,,,,,,,0.47,0.38,0.0,,1.42,,,,
lnr_1877,Thomas Souverbie,Pau,SCRUM_HALF,12,278.0,23.2,8.92,,,,,,,0.29,0.29,0.0,,0.0,,,,
lnr_1901,Mickael Capelli,Pau,LOCK,11,457.0,41.5,12.95,,,,,,,0.53,0.35,0.35,,0.0,,,,
lnr_1927,Emilien Gailleton,Pau,CENTRE,11,744.0,67.6,6.67,,,,,,,0.0,0.75,0.22,,2.15,,,,
lnr_1896,Lucas Rey,Pau,FRONT_ROW,11,426.0,38.7,12.77,,,,,,,0.38,0.19,0.38,,2.82,,,,
lnr_1929,Luke Whitelock,Pau,BACK_ROW,11,549.0,49.9,9.62,,,,,,,0.0,0.0,0.29,,0.0,,,,
lnr_1843,Clement Mondinat,Pau,FLY_HALF,10,329.0,32.9,1.46,,,,,,,0.49,0.49,0.0,,2.43,,,,
lnr_1889,Rémi Seneca,Pau,FRONT_ROW,10,321.0,32.1,17.2,,,,,,,0.5,0.0,0.25,,1.25,,,,
lnr_1850,S. Tokolahi,Pau,FRONT_ROW,10,306.0,30.6,10.98,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1902,Nathan Decron,Pau,CENTRE,9,634.0,70.4,8.33,,,,,,,0.38,0.25,0.5,,1.26,,,,
lnr_317,L. Kaulashvili,Pau,FRONT_ROW,9,416.0,46.2,9.42,,,,,,,0.0,0.0,0.0,,0.96,,,,
lnr_2336,Aymeric Luc,Pau,SCRUM_HALF,9,444.0,49.3,3.24,,,,,,,0.36,0.54,0.18,,0.9,,,,
lnr_1870,Daniel Robson,Pau,SCRUM_HALF,9,441.0,49.0,4.35,,,,,,,0.18,0.36,0.0,,1.81,,,,
lnr_708,D. Bibi Biziwu,Pau,FRONT_ROW,8,298.0,37.2,10.47,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_13598,J. Montoya,Pau,FRONT_ROW,7,732.0,104.6,9.62,,,,,,,0.22,0.22,0.0,,2.19,,,,
lnr_1887,Guram Papidze,Pau,FRONT_ROW,7,273.0,39.0,14.36,,,,,,,0.29,0.0,0.0,,0.0,,,,
lnr_1849,Hugo Parrou,Pau,FRONT_ROW,7,218.0,31.1,11.38,,,,,,,0.73,0.0,0.0,,0.0,,,,
lnr_320,Thomas Jolmes,Pau,LOCK,6,347.0,57.8,12.22,,,,,,,0.46,0.0,0.23,,0.0,,,,
lnr_994,Rémi Picquette,Pau,LOCK,6,208.0,34.7,8.08,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_4000,Joe Simmonds,Pau,FLY_HALF,6,370.0,61.7,2.81,,,,,,,0.86,0.43,0.0,,16.22,,,,
lnr_1944,T. Attissogbe,Pau,FULLBACK,4,270.0,67.5,5.93,,,,,,,1.48,0.0,0.3,,1.48,,,,
lnr_1876,A. Etchebehere,Pau,FRONT_ROW,4,163.0,40.8,14.72,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1858,Tumua Manu,Pau,CENTRE,4,234.0,58.5,5.47,,,,,,,0.68,0.68,0.34,,1.71,,,,
lnr_133,J. Zabala Arrieta,Pau,FRONT_ROW,4,109.0,27.2,15.41,,,,,,,0.0,0.0,0.73,,0.0,,,,
lnr_1075,Joel Kpoku,Pau,LOCK,3,90.0,30.0,13.33,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_11695,T. Butlin,Pau,WINGER,1,62.0,62.0,6.45,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_1814,P. Azagoh Kouadio,Paris,LOCK,17,729.0,42.9,15.91,,,,,,,0.22,0.11,0.11,,0.0,,,,
lnr_1811,Giorgi Melikidze,Paris,FRONT_ROW,17,746.0,43.9,9.01,,,,,,,0.11,0.0,0.64,,3.22,,,,
lnr_1802,Paul Alo Emile,Paris,FRONT_ROW,16,667.0,41.7,13.91,,,,,,,0.24,0.0,0.12,,0.0,,,,
lnr_1831,M. Alo Emile,Paris,FRONT_ROW,16,607.0,37.9,10.54,,,,,,,0.13,0.0,0.66,,0.0,,,,
lnr_909,T. Halaifonua,Paris,BACK_ROW,16,879.0,54.9,10.47,,,,,,,0.36,0.18,0.46,,2.28,,,,
lnr_1780,Mathieu Hirigoyen,Paris,BACK_ROW,16,745.0,46.6,15.03,,,,,,,0.11,0.11,0.0,,1.07,,,,
lnr_981,T. Kerr Barlow,Paris,SCRUM_HALF,15,719.0,47.9,5.23,,,,,,,0.33,0.0,0.11,,1.11,,,,
lnr_11736,Joseph Marchant,Paris,CENTRE,15,913.0,60.9,7.1,,,,,,,0.18,0.26,0.0,,0.44,,,,
lnr_1806,B. Pesenti,Paris,BACK_ROW,15,822.0,54.8,11.97,,,,,,,0.39,0.0,0.0,,0.97,,,,
lnr_1779,L. Peyresblanques,Paris,FRONT_ROW,15,454.0,30.3,11.81,,,,,,,0.35,0.18,0.18,,1.76,,,,
lnr_975,Y. Tanga Mangene,Paris,BACK_ROW,15,742.0,49.5,11.11,,,,,,,1.62,0.43,0.43,,1.62,,,,
lnr_1756,J. Ward,Paris,CENTRE,15,993.0,66.2,9.26,,,,,,,0.56,0.73,0.24,,2.42,,,,
lnr_1790,Romain Briatte,Paris,LOCK,14,889.0,63.5,14.31,,,,,,,0.45,0.0,0.0,,0.0,,,,
lnr_660,Samuel Ezeala,Paris,CENTRE,14,849.0,60.6,4.71,,,,,,,0.09,0.66,0.19,,0.0,,,,
lnr_1757,Peniasi Dakuwaqa,Paris,FULLBACK,13,946.0,72.8,4.4,,,,,,,1.35,0.93,0.34,,2.54,,,,
lnr_12539,Giacomo Nicotera,Paris,FRONT_ROW,13,677.0,52.1,13.23,,,,,,,0.12,0.0,0.35,,0.59,,,,
lnr_415,Paul Abadie,Paris,SCRUM_HALF,11,468.0,42.5,9.4,,,,,,,1.03,0.34,0.0,,0.0,,,,
lnr_1794,Sekou Macalou,Paris,BACK_ROW,11,481.0,43.7,11.14,,,,,,,0.17,0.17,0.67,,0.0,,,,
lnr_1769,T. Motassi Dibongue,Paris,SCRUM_HALF,10,253.0,25.3,10.75,,,,,,,1.58,0.63,0.0,,3.16,,,,
lnr_1771,N. Nene,Paris,CENTRE,10,724.0,72.4,6.74,,,,,,,0.44,0.77,0.11,,3.31,,,,
lnr_984,Thierry Paiva,Paris,FRONT_ROW,10,389.0,38.9,10.08,,,,,,,0.0,0.21,0.41,,0.0,,,,
lnr_336,Tani Vili,Paris,CENTRE,9,632.0,70.2,5.7,,,,,,,0.51,0.76,0.13,,1.27,,,,
lnr_11764,A. Garcia Albo,Paris,FRONT_ROW,7,266.0,38.0,10.53,,,,,,,0.0,0.0,0.0,,1.5,,,,
lnr_1736,S. Abramishvili,Paris,FRONT_ROW,6,277.0,46.2,13.0,,,,,,,0.0,0.0,0.0,,1.44,,,,
lnr_1752,J. Scelzo,Paris,BACK_ROW,6,301.0,50.2,11.16,,,,,,,0.53,0.0,0.0,,1.33,,,,
lnr_1804,Ryan Chapuis,Paris,BACK_ROW,5,247.0,49.4,13.6,,,,,,,0.0,0.0,0.32,,0.0,,,,
lnr_263,Joe Jonas,Paris,FULLBACK,5,178.0,35.6,5.39,,,,,,,0.45,1.35,0.0,,2.25,,,,
lnr_1773,Charles Laloi,Paris,WINGER,5,257.0,51.4,5.29,,,,,,,0.31,0.62,0.31,,0.0,,,,
lnr_1788,Lester Etien,Paris,CENTRE,4,254.0,63.5,4.41,,,,,,,0.94,0.63,0.0,,0.0,,,,
lnr_13940,John Iscaro,Paris,FRONT_ROW,4,166.0,41.5,15.9,,,,,,,0.0,0.0,0.0,,2.41,,,,
lnr_13812,I. Petelo Mapu,Paris,BACK_ROW,4,154.0,38.5,9.35,,,,,,,0.0,0.52,0.52,,2.6,,,,
lnr_1148,Andy Timo,Paris,BACK_ROW,4,130.0,32.5,1.23,,,,,,,0.0,0.62,0.0,,0.0,,,,
lnr_1457,L. Foursans Bourdette,Paris,FLY_HALF,2,80.0,40.0,9.0,,,,,,,0.0,1.0,0.0,,9.0,,,,
lnr_1939,Zack Henry,Paris,FLY_HALF,2,108.0,54.0,4.44,,,,,,,0.74,0.0,0.0,,5.93,,,,
lnr_1741,Léo Monin,Paris,FULLBACK,1,42.0,42.0,1.9,,,,,,,0.0,0.0,0.0,,0.0,,,,
lnr_12374,Ethan Tia,Paris,FRONT_ROW,1,41.0,41.0,19.51,,,,,,,1.95,0.0,0.0,,0.0,,,,
lnr_935,A. Kuntelia,La Rochelle,FRONT_ROW,18,745.0,41.4,8.91,,,,,,,0.21,0.0,0.0,,0.54,,,,
lnr_985,L. Veivuke,La Rochelle,CENTRE,18,954.0,53.0,9.9,,,,,,,0.67,0.42,1.09,,2.52,,,,
lnr_1004,Thomas Berjon,La Rochelle,SCRUM_HALF,14,614.0,43.9,3.91,,,,,,,0.39,0.26,0.13,,0.65,,,,
lnr_1018,Jules Favre,La Rochelle,WINGER,14,976.0,69.7,5.98,,,,,,,0.25,0.82,0.25,,2.05,,,,
lnr_997,Antoine Hastoy,La Rochelle,FLY_HALF,14,887.0,63.4,4.06,,,,,,,0.54,0.45,0.0,,8.75,,,,
lnr_954,Jack Nowell,La Rochelle,WINGER,13,865.0,66.5,3.79,,,,,,,0.92,1.57,0.0,,2.77,,,,
lnr_939,Oscar Jegou,La Rochelle,BACK_ROW,12,805.0,67.1,8.84,,,,,,,0.8,0.1,0.2,,0.99,,,,
lnr_969,C. Kante Samba,La Rochelle,LOCK,12,565.0,47.1,7.93,,,,,,,0.28,0.0,0.0,,0.0,,,,
lnr_1824,L. Latu,La Rochelle,FRONT_ROW,12,537.0,44.8,6.7,,,,,,,0.89,0.15,0.74,,1.49,,,,
lnr_1014,Dillyn Leyds,La Rochelle,FULLBACK,12,917.0,76.4,1.92,,,,,,,0.44,0.7,0.09,,2.18,,,,
lnr_988,Ulupano Seuteni,La Rochelle,CENTRE,12,705.0,58.8,4.31,,,,,,,1.25,0.45,0.11,,1.13,,,,
lnr_1028,A. Kaddouri,La Rochelle,FRONT_ROW,11,563.0,51.2,8.24,,,,,,,0.43,0.0,0.85,,0.0,,,,
lnr_982,Thomas Lavault,La Rochelle,LOCK,11,580.0,52.7,7.45,,,,,,,0.28,0.0,0.0,,0.69,,,,
lnr_2196,Nolann Le Garrec,La Rochelle,SCRUM_HALF,11,766.0,69.6,4.6,,,,,,,0.94,0.73,0.0,,7.31,,,,
lnr_1000,Reda Wardi,La Rochelle,FRONT_ROW,11,514.0,46.7,9.65,,,,,,,0.62,0.0,0.0,,0.78,,,,
lnr_12674,L. Andjisseramatchi,La Rochelle,BACK_ROW,10,223.0,22.3,12.91,,,,,,,0.36,0.0,0.36,,0.0,,,,
lnr_1017,Paul Boudehent,La Rochelle,BACK_ROW,10,666.0,66.6,9.49,,,,,,,0.36,0.24,0.24,,2.4,,,,
lnr_1025,M. Haddad,La Rochelle,BACK_ROW,10,490.0,49.0,10.78,,,,,,,0.33,0.16,0.49,,0.0,,,,
lnr_965,N. Sutidze,La Rochelle,FRONT_ROW,10,360.0,36.0,8.22,,,,,,,0.67,0.0,0.22,,1.11,,,,
lnr_2387,Ihaia West,La Rochelle,FLY_HALF,10,423.0,42.3,2.08,,,,,,,0.19,0.95,0.0,,8.7,,,,
